hhld_id,drvr_cnt,veh_cnt,min_age,hoh_age,max_age,avg_age,min_mon_lic,hoh_mon_lic,max_mon_lic,avg_mon_lic,cnt_yth,cnt_female,cnt_male,cnt_married,cnt_single,hoh_married,cnt_auto,cnt_mtrcyc,avg_majr_viol,cnt_majr_viol,cnt_minr_viol,avg_minr_viol,cnt_lic_susp,curnt_insurer,time_w_carr,inforce_ind,prior_bi,fire_ind,homeowner_ind,veh_lien_cnt,veh_lease_cnt,veh_own_cnt,monthly_pay_ind,veh_w_coll_cnt,veh_w_comp_cnt,veh_w_ers_cnt,curnt_bi_low,curnt_bi_upp,credit_score,zipcode
9606,2,2,39.19510801,69.16591979,69.16591979,54.1805139,278.3412961,637.9910375,637.9910375,458.1661668,0,0,2,2,0,TRUE,2,0,0,0,0,0,0,OTHER,0.5,1,25000,0,1,NA,0,1,0,1,1,1,25,25,850,89633
13133,1,1,25.40025781,25.40025781,25.40025781,25.40025781,86.66698758,60.53088144,60.53088144,60.53088144,0,1,0,0,1,FALSE,1,0,0,0,1,1,0,MISSING,NA,0,NA,0,1,NA,0,1,0,0,0,0,25,25,665.5116662,77542
7535,1,1,16,16,16,16,0,0,0,0,1,1,0,0,1,FALSE,1,0,0,0,0,0,0,PROGRESSIVE,4.5,1,25000,0,1,NA,0,0,0,1,1,1,100,100,736.7120011,88728
19494,1,1,21.43673307,21.43673307,21.43673307,21.43673307,65.2407969,65.2407969,65.2407969,65.2407969,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,1,0,NA,0,0,0,0,0,0,50,50,530.2235324,36529
3384,2,2,22.43969652,62.77684799,62.77684799,42.60827225,33.05061223,561.3221758,561.3221758,297.186394,0,1,1,2,0,TRUE,2,0,0,0,0,0,0,OTHER,2.5,1,50000,0,0,NA,0,1,0,0,1,1,50,50,500.6283363,79528
1428,1,1,22.63536728,22.63536728,22.63536728,22.63536728,79.62440733,79.62440733,79.62440733,79.62440733,0,1,0,0,1,FALSE,1,0,0,0,2,2,0,OTHER,5,1,25000,0,0,NA,0,0,0,1,1,1,25,25,702.2334234,39663
19409,1,2,65.00201216,65.00201216,65.00201216,65.00201216,588.0241459,588.0241459,588.0241459,588.0241459,0,1,0,0,1,FALSE,2,0,0,0,0,0,0,PROGRESSIVE,5,1,50000,0,0,NA,0,2,1,1,1,1,25,25,661.6372877,36529
10248,2,1,26.78116258,46.3516075,46.3516075,36.56638504,129.3739509,364.21929,364.21929,246.7966205,0,2,0,2,0,TRUE,1,0,0,0,0,0,0,GEICO,1.5,1,25000,1,0,NA,0,1,1,1,1,1,25,25,600.8886065,52666
5973,1,1,49.62995303,49.62995303,49.62995303,49.62995303,403.5594364,403.5594364,403.5594364,403.5594364,0,1,0,1,0,TRUE,1,0,1,1,0,0,0,MISSING,NA,0,NA,1,1,NA,0,0,0,1,1,1,25,25,590.6219664,90600
14319,1,1,50.58572357,50.58572357,50.58572357,50.58572357,415.0286828,415.0286828,415.0286828,415.0286828,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,1,1,NA,0,0,0,1,1,1,50,50,850,99697
11339,1,2,33.23955894,33.23955894,33.23955894,33.23955894,172.3005514,137.7263955,137.7263955,137.7263955,0,0,1,1,0,TRUE,2,0,0,0,0,0,0,MISSING,NA,0,NA,1,1,NA,0,1,0,0,0,0,100,100,611.6666367,23092
12355,2,1,33.79240335,45.23091752,45.23091752,39.51166044,213.5088402,350.7710103,350.7710103,282.1399253,0,1,1,1,1,TRUE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,1,1,0,0,1,25,25,741.423821,38912
9282,1,1,47.56737514,47.56737514,47.56737514,47.56737514,378.8085017,378.8085017,378.8085017,378.8085017,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,PROGRESSIVE,1,1,250000,1,1,NA,0,1,0,0,0,1,25,25,574.4286495,52495
13953,1,2,53.23629234,53.23629234,53.23629234,53.23629234,446.835508,446.835508,446.835508,446.835508,0,0,1,0,1,FALSE,1,1,0,0,0,0,0,MISSING,NA,0,NA,0,1,NA,0,1,0,1,1,1,25,25,832.1528222,70927
12010,2,2,16,48.48106939,48.48106939,32.2405347,0,389.7728327,389.7728327,194.8864163,1,1,1,2,0,TRUE,2,0,0,0,0,0,0,MISSING,NA,0,NA,0,1,NA,0,1,0,1,1,1,100,100,667.7817943,69015
18667,2,2,40.36758273,51.60163281,51.60163281,45.98460777,292.4109928,427.2195937,427.2195937,359.8152932,0,2,0,0,2,FALSE,2,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,1,0,0,0,1,25,25,665.0723359,87884
13183,2,1,31.07976505,44.69248297,44.69248297,37.88612401,180.9571806,344.3097956,344.3097956,262.6334881,0,1,1,2,0,TRUE,1,0,0,0,0,0,0,FARMERS,4,1,250000,1,0,NA,0,1,0,1,1,1,25,25,706.9685718,28093
3213,2,2,19.68547768,54.55319501,54.55319501,37.11933634,44.22573216,462.6383401,462.6383401,253.4320361,0,1,1,2,0,TRUE,2,0,0,0,0,0,0,OTHER,5,1,50000,0,0,NA,0,0,1,0,0,0,25,25,365.6233894,77542
19377,2,1,16.40670183,46.00964911,46.00964911,31.20817547,4.880421948,360.1157893,360.1157893,182.4981056,1,1,1,0,2,FALSE,1,0,0,0,0,0,0,OTHER,3,1,50000,1,0,NA,0,0,0,1,1,1,25,25,732.8999816,71258
8878,1,1,55.39925987,55.39925987,55.39925987,55.39925987,472.7911184,472.7911184,472.7911184,472.7911184,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,0,0,1,1,0,50,50,760.0708563,71258
6486,1,2,38.60586632,38.60586632,38.60586632,38.60586632,271.2703959,271.2703959,271.2703959,271.2703959,0,0,1,1,0,TRUE,2,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,1,0,0,0,0,250,250,653.2372345,58574
16137,4,1,32.37873017,36.83988092,46.1424717,40.37588863,196.5447621,250.0785711,361.7096604,292.5106635,0,2,2,2,2,TRUE,1,0,0,0,0,0,0,GEICO,3,1,1.00E+05,1,1,NA,0,1,1,1,1,1,50,50,713.5437442,25545
15119,1,1,76.87042974,76.87042974,76.87042974,76.87042974,730.4451568,730.4451568,730.4451568,730.4451568,0,1,0,0,1,FALSE,1,0,0,0,4,4,0,OTHER,0.5,1,25000,0,1,NA,0,0,0,1,1,1,25,25,720.0529546,52666
17369,2,1,36.03689278,59.23677396,59.23677396,47.63683337,240.4427134,518.8412875,518.8412875,379.6420005,0,0,2,1,1,TRUE,1,0,0,0,1,0.5,0,ALLSTATE,5,1,25000,0,1,NA,0,0,0,0,0,1,100,100,721.0657965,12124
19390,1,1,43.32297001,43.32297001,43.32297001,43.32297001,327.8756401,327.8756401,327.8756401,327.8756401,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,1,0,NA,0,0,0,0,0,0,25,25,519.0611126,51467
12730,1,1,35.91983962,35.91983962,35.91983962,35.91983962,239.0380754,239.0380754,239.0380754,239.0380754,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,PROGRESSIVE,5,1,1.00E+05,0,0,NA,0,0,0,1,1,1,25,25,850,47315
8894,2,1,42.4632049,49.99019739,49.99019739,46.22670114,317.5584588,407.8823686,407.8823686,362.7204137,0,1,1,1,1,TRUE,1,0,0,0,1,0.5,0,OTHER,4,1,250000,0,1,NA,0,0,1,1,1,1,25,25,602.4593299,18099
17480,2,1,37.06099775,61.75443447,61.75443447,49.40771611,252.731973,549.0532137,549.0532137,400.8925933,0,1,1,1,1,TRUE,1,0,0,0,0,0,0,FARMERS,1,1,50000,0,0,NA,0,0,0,0,1,1,25,25,568.1950031,52611
17111,2,2,26.2554966,57.55779487,57.55779487,41.90664573,123.0659592,498.6935384,498.6935384,310.8797488,0,0,2,1,1,TRUE,2,0,0,0,0,0,0,PROGRESSIVE,1.5,1,1.00E+05,0,1,NA,0,1,0,1,0,1,50,50,820.8717027,87096
11792,2,1,42.72873549,61.47190633,61.47190633,52.10032091,320.7448258,545.6628759,545.6628759,433.2038509,0,1,1,2,0,TRUE,1,0,0,0,0,0,0,LIBERTY MUTUAL,4,1,25000,1,0,NA,0,0,1,1,1,1,25,25,743.7916354,69015
6679,1,1,37.14817209,37.14817209,37.14817209,37.14817209,253.7780651,253.7780651,253.7780651,253.7780651,0,0,1,0,1,FALSE,0,1,0,0,0,0,0,PROGRESSIVE,5,1,250000,1,1,NA,0,1,0,1,1,1,25,25,772.465453,55402
3894,2,2,47.97597944,48.74661502,48.74661502,48.36129723,383.7117532,392.9593803,392.9593803,388.3355668,0,0,2,2,0,TRUE,2,0,0,0,0,0,0,GEICO,1,1,25000,0,1,NA,0,1,1,1,1,1,25,25,850,52495
11536,1,2,16,16,16,16,0,0,0,0,1,0,1,0,1,FALSE,2,0,0,0,1,1,0,GEICO,1,1,1.00E+05,0,1,NA,0,1,0,2,2,1,50,50,624.6751436,92002
12731,2,1,54.31335013,68.2519366,68.2519366,61.28264337,459.7602016,627.0232393,627.0232393,543.3917204,0,1,1,2,0,TRUE,1,0,0,0,0,0,0,FARMERS,2,1,250000,0,0,NA,0,0,1,1,1,1,50,50,434.1565081,54018
9534,2,3,45.55207367,46.38427803,46.38427803,45.96817585,354.6248841,364.6113363,364.6113363,359.6181102,0,1,1,2,0,TRUE,3,0,0,0,1,0.5,0,OTHER,5,1,25000,0,0,NA,0,0,1,2,2,0,50,50,731.4983169,18099
17379,2,1,54.0110463,74.61819492,74.61819492,64.31462061,456.1325556,703.418339,703.418339,579.7754473,0,1,1,2,0,TRUE,1,0,0,0,0,0,0,PROGRESSIVE,1,1,1.00E+05,1,1,NA,0,0,0,1,1,1,250,250,670.4577382,52495
4856,2,2,16,37.04343423,37.04343423,26.52171711,0,252.5212107,252.5212107,126.2606054,1,1,1,1,1,TRUE,2,0,0,0,1,0.5,0,GEICO,5,1,1.00E+05,0,0,NA,0,1,0,0,0,1,50,50,NA,25545
994,1,1,36.25247762,36.25247762,36.25247762,36.25247762,243.0297314,243.0297314,243.0297314,243.0297314,0,0,1,0,1,FALSE,1,0,0,0,2,2,0,AMERICAN FAMILY,5,1,25000,0,0,NA,0,0,0,1,1,1,25,25,558.4526254,19380
2739,1,1,37.3722321,37.3722321,37.3722321,37.3722321,256.4667852,256.4667852,256.4667852,256.4667852,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,PROGRESSIVE,2,1,25000,0,0,NA,1,0,1,0,1,1,100,100,759.5564284,18037
4710,1,1,19.08529968,19.08529968,19.08529968,19.08529968,37.02359621,37.02359621,37.02359621,37.02359621,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,1,1,1,0,1,250,250,658.5053244,52720
6258,1,1,48.41411156,48.41411156,48.41411156,48.41411156,388.9693387,388.9693387,388.9693387,388.9693387,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,PROGRESSIVE,5,1,1.00E+05,0,1,NA,0,0,0,0,0,0,100,100,703.1098686,19087
6237,1,1,33.4162938,33.4162938,33.4162938,33.4162938,208.9955256,208.9955256,208.9955256,208.9955256,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,1,1,NA,1,0,0,1,1,1,100,100,773.6267134,12124
14688,1,2,53.87898851,53.87898851,53.87898851,53.87898851,454.5478621,454.5478621,454.5478621,454.5478621,0,0,1,0,1,FALSE,2,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,1,0,1,1,1,50,50,649.8522464,70095
19241,1,2,47.25153718,47.25153718,47.25153718,47.25153718,375.0184462,375.0184462,375.0184462,375.0184462,0,0,1,0,1,FALSE,2,0,0,0,1,1,0,MISSING,NA,0,NA,0,0,NA,0,0,1,1,1,1,100,100,720.0100194,87035
6455,1,1,19.9788028,19.9788028,19.9788028,19.9788028,47.74563358,47.74563358,47.74563358,47.74563358,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,FARMERS,5,1,1.00E+05,0,1,NA,0,0,1,0,1,1,50,50,611.6815936,51467
18149,2,1,30.41981571,59.69423995,59.69423995,45.05702783,173.0377885,524.3308794,524.3308794,348.684334,0,1,1,2,0,TRUE,1,0,0,0,1,0.5,1,MISSING,NA,0,NA,1,1,NA,0,0,0,1,1,1,25,25,822.0065404,98079
5146,1,1,24.77281717,24.77281717,24.77281717,24.77281717,105.273806,105.273806,105.273806,105.273806,0,0,1,1,0,TRUE,1,0,0,0,0,0,0,LIBERTY MUTUAL,5,1,50000,0,1,NA,0,0,1,1,1,1,25,25,711.7691695,66869
18724,2,2,19.94189778,53.35042501,53.35042501,36.64616139,47.30277331,448.2051001,448.2051001,247.7539367,0,1,1,2,0,TRUE,2,0,0,0,1,0.5,0,OTHER,0.5,1,25000,1,1,NA,0,0,0,2,2,1,50,50,471.9872682,59004
16305,1,1,77.33261921,77.33261921,77.33261921,77.33261921,735.9914305,735.9914305,735.9914305,735.9914305,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,OTHER,5,1,1.00E+05,0,1,NA,0,0,0,1,1,1,100,100,721.1983537,73894
11871,2,2,16,59.36543191,59.36543191,37.68271596,0,520.3851829,520.3851829,260.1925915,1,1,1,1,1,TRUE,2,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,1,0,1,1,1,50,50,672.3356975,40320
6335,1,3,41.17262902,41.17262902,41.17262902,41.17262902,302.0715482,302.0715482,302.0715482,302.0715482,0,0,1,0,1,FALSE,3,0,0,0,0,0,0,MISSING,NA,0,NA,1,0,NA,0,3,0,1,1,0,250,250,665.8553534,59004
11780,1,1,21.34326848,21.34326848,21.34326848,21.34326848,64.11922173,64.11922173,64.11922173,64.11922173,0,1,0,1,0,TRUE,0,1,0,0,0,0,0,GEICO,3,1,25000,0,0,NA,0,0,0,1,1,1,25,25,739.3435195,56335
17186,1,1,46.74272142,46.74272142,46.74272142,46.74272142,368.912657,368.912657,368.912657,368.912657,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,OTHER,2.5,1,25000,0,1,NA,0,0,0,1,1,1,50,50,696.4185115,98563
7347,3,2,16,47.41718675,99.3100505,54.24241242,0,377.006241,999.720606,458.908949,1,2,1,2,1,TRUE,2,0,0,0,0,0,0,MISSING,NA,0,NA,0,1,NA,1,0,1,0,0,0,100,100,700.5408924,59004
9077,2,3,27.35290409,54.97330641,54.97330641,41.16310525,136.2348491,467.679677,467.679677,301.957263,0,0,2,2,0,TRUE,3,0,0,0,0,0,0,GEICO,4,1,25000,0,1,NA,0,0,1,3,2,0,100,100,625.4960093,59792
18108,1,1,36.67781492,36.67781492,36.67781492,36.67781492,248.1337791,248.1337791,248.1337791,248.1337791,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,GEICO,1,1,50000,1,0,NA,0,0,0,1,1,1,25,25,684.9869215,35741
13167,2,2,43.98985337,62.25072195,62.25072195,53.12028766,335.8782404,555.0086634,555.0086634,445.4434519,0,1,1,0,2,FALSE,2,0,0,0,4,2,0,OTHER,1.5,1,25000,0,1,NA,0,1,1,0,0,1,25,25,NA,52611
17347,2,2,39.58008505,65.12439496,65.12439496,52.35224,282.9610206,589.4927395,589.4927395,436.22688,0,0,2,1,1,TRUE,2,0,0,0,0,0,0,LIBERTY MUTUAL,3.5,1,25000,0,1,NA,0,2,1,1,1,1,100,100,638.3473704,52074
11768,1,1,58.06162234,58.06162234,58.06162234,58.06162234,504.7394681,504.7394681,504.7394681,504.7394681,0,1,0,0,1,FALSE,1,0,2,2,0,0,0,MISSING,NA,0,NA,1,0,NA,0,0,1,0,0,0,50,50,713.2610893,91015
12416,1,1,16,16,16,16,0,0,0,0,1,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,1,0,NA,0,1,0,0,0,1,50,50,681.2701374,69015
1674,2,1,65.42541954,79.02777049,79.02777049,72.22659501,593.1050344,756.3332459,756.3332459,674.7191402,0,1,1,2,0,TRUE,1,0,0,0,1,0.5,0,GEICO,5,1,1.00E+05,0,1,NA,0,0,1,1,1,1,25,25,631.7280185,71585
12859,1,1,16,16,16,16,0,0,0,0,1,1,0,0,1,FALSE,1,0,0,0,0,0,0,OTHER,5,1,50000,1,0,NA,0,0,0,1,1,1,25,25,601.8196345,36517
15015,1,1,20.6758789,20.6758789,20.6758789,20.6758789,56.11054685,56.11054685,56.11054685,56.11054685,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,AMERICAN FAMILY,5,1,1.00E+05,0,0,NA,0,1,1,1,1,1,25,25,581.0229497,45689
17065,1,1,36.7009938,36.7009938,36.7009938,36.7009938,248.4119256,248.4119256,248.4119256,248.4119256,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,0,1,0,0,0,50,50,702.9146231,74670
11288,2,2,17.36828663,49.47497229,49.47497229,33.42162946,16.41943959,401.6996675,401.6996675,209.0595535,1,0,2,1,1,TRUE,2,0,0,0,0,0,0,OTHER,5,1,250000,0,0,NA,0,0,0,2,2,1,50,50,850,39663
12330,1,1,47.0535691,47.0535691,47.0535691,47.0535691,372.6428292,372.6428292,372.6428292,372.6428292,0,1,0,1,0,TRUE,1,0,0,0,0,0,0,MISSING,NA,0,NA,1,0,NA,0,0,0,1,0,1,50,50,540.9814026,31675
19854,1,1,54.27559208,54.27559208,54.27559208,54.27559208,459.307105,459.307105,459.307105,459.307105,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,FARMERS,5,1,1.00E+05,0,0,NA,0,0,0,1,1,1,100,100,823.5755214,14052
6768,1,1,39.42745782,39.42745782,39.42745782,39.42745782,281.1294938,281.1294938,281.1294938,281.1294938,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,1,NA,0,0,0,1,1,1,25,25,647.9298072,47315
4519,1,1,37.93072853,37.93072853,37.93072853,37.93072853,263.1687424,263.1687424,263.1687424,263.1687424,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,GEICO,4,1,25000,1,0,NA,0,0,1,1,0,1,25,25,657.6097514,77155
9959,2,1,30.87486275,53.24546114,53.24546114,42.06016195,178.498353,446.9455337,446.9455337,312.7219434,0,2,0,1,1,TRUE,1,0,0,0,0,0,0,PROGRESSIVE,4.5,1,250000,0,1,NA,0,0,1,1,1,1,100,100,823.2080105,80672
16020,2,2,40.28931268,60.25809342,60.25809342,50.27370305,291.4717521,531.097121,531.097121,411.2844366,0,0,2,2,0,TRUE,2,0,0,0,0,0,0,GEICO,5,1,25000,0,1,NA,0,0,0,1,1,1,25,25,525.567879,52611
12495,2,1,43.80363984,52.06406066,52.06406066,47.93385025,333.643678,432.7687279,432.7687279,383.206203,0,1,1,2,0,TRUE,1,0,0,0,0,0,0,GEICO,5,1,1.00E+05,0,0,NA,0,0,0,1,1,1,25,25,673.3320008,28093
15791,1,1,36.84857886,36.84857886,36.84857886,36.84857886,210.9340467,171.6851471,171.6851471,171.6851471,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,1,1,NA,0,1,1,1,1,1,100,100,534.7183767,83031
5113,1,1,45.6573698,45.6573698,45.6573698,45.6573698,355.8884376,355.8884376,355.8884376,355.8884376,0,0,1,0,1,FALSE,1,0,0,0,1,1,0,MISSING,NA,0,NA,0,1,NA,0,0,0,0,0,0,50,50,733.8017338,17861
11625,2,1,37.1240788,44.99723913,44.99723913,41.06065896,253.4889456,347.9668696,347.9668696,300.7279076,0,0,2,2,0,TRUE,1,0,0,0,0,0,0,GEICO,5,1,250000,0,1,NA,0,0,1,0,0,1,100,100,547.5891012,38537
14087,2,2,36.54908542,51.35766646,51.35766646,43.95337594,246.5890251,424.2919976,424.2919976,335.4405113,0,1,1,2,0,TRUE,2,0,0,0,0,0,0,FARMERS,4.5,1,50000,0,1,NA,0,1,0,2,2,1,25,25,689.3118012,50900
11028,2,1,24.02592324,65.53038896,65.53038896,44.7781561,96.31107889,594.3646676,594.3646676,345.3378732,0,2,0,1,1,TRUE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,1,NA,0,0,0,1,1,1,100,100,677.8778319,46350
8530,3,3,33.26886049,44.74374447,50.77625361,42.92961952,207.2263258,344.9249336,417.3150434,323.1554343,0,0,3,2,1,TRUE,3,0,0,0,1,0.333333333,0,MISSING,NA,0,NA,1,0,NA,0,1,1,1,1,0,25,25,540.7999537,70095
13944,1,1,45.61145461,45.61145461,45.61145461,45.61145461,355.3374553,355.3374553,355.3374553,355.3374553,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,GEICO,5,1,25000,1,0,NA,0,0,0,0,0,0,50,50,640.3968566,66869
3859,3,1,26.43564238,58.31970944,64.42080144,49.72538442,125.2277086,507.8365133,522.0454487,385.0365569,0,1,2,2,1,TRUE,1,0,0,0,0,0,0,PROGRESSIVE,4.5,1,50000,0,0,NA,0,0,1,1,1,1,25,25,698.7585312,68294
7295,1,3,40.31821804,40.31821804,40.31821804,40.31821804,291.8186165,291.8186165,291.8186165,291.8186165,0,0,1,0,1,FALSE,3,0,0,0,0,0,0,MISSING,NA,0,NA,1,0,NA,0,1,1,1,2,0,25,25,570.9483193,90600
10773,2,1,38.68358562,72.92894636,72.92894636,55.80626599,215.1796708,683.1473563,683.1473563,449.1635135,0,1,1,1,1,TRUE,1,0,0,0,0,0,0,GEICO,0,1,50000,1,0,NA,0,0,0,1,1,1,100,100,791.1028471,39952
2709,1,1,56.49705391,56.49705391,56.49705391,56.49705391,485.9646469,485.9646469,485.9646469,485.9646469,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,GEICO,1.5,1,1.00E+05,1,0,NA,0,0,0,1,1,1,25,25,526.9313018,74670
14078,1,1,68.71610586,68.71610586,68.71610586,68.71610586,632.5932704,632.5932704,632.5932704,632.5932704,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,PROGRESSIVE,4,1,250000,0,0,NA,0,1,0,1,1,1,100,100,631.8937892,74670
2355,1,1,47.43587912,47.43587912,47.43587912,47.43587912,377.2305494,377.2305494,377.2305494,377.2305494,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,FARMERS,1,1,250000,0,0,NA,0,1,1,0,0,1,25,25,631.4945787,78567
1908,2,2,39.87818776,50.96328033,50.96328033,45.42073405,286.5382532,419.559364,419.559364,353.0488086,0,1,1,2,0,TRUE,2,0,0,0,0,0,0,MISSING,NA,0,NA,0,1,NA,1,1,0,1,1,1,50,50,803.5681257,64123
19637,2,2,43.88916839,44.56522931,44.56522931,44.22719885,334.6700207,342.7827517,342.7827517,338.7263862,0,1,1,2,0,TRUE,2,0,0,0,0,0,0,FARMERS,3,1,50000,1,1,NA,0,1,1,0,0,0,25,25,652.7432526,15154
12852,2,1,50.21753323,69.22090665,69.22090665,59.71921994,410.6103988,638.6508798,638.6508798,524.6306393,0,1,1,2,0,TRUE,1,0,0,0,3,1.5,0,GEICO,0.5,1,250000,0,1,NA,0,0,0,0,0,0,50,50,744.0351423,36529
9998,1,1,45.85710259,45.85710259,45.85710259,45.85710259,358.2852311,358.2852311,358.2852311,358.2852311,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,GEICO,5,1,1.00E+05,1,0,NA,0,0,0,1,1,1,100,100,611.7271536,78124
11655,2,2,39.51780439,58.69365966,58.69365966,49.10573203,282.2136526,512.323916,512.323916,397.2687843,0,0,2,1,1,TRUE,0,2,0,0,1,0.5,0,OTHER,0,1,250000,0,1,NA,0,2,0,1,1,1,250,250,563.8489145,22476
18756,2,2,49.87672489,58.70705285,58.70705285,54.29188887,406.5206987,512.4846342,512.4846342,459.5026664,0,1,1,0,2,FALSE,2,0,0,0,0,0,0,PROGRESSIVE,2,1,50000,1,0,NA,0,1,0,0,0,0,25,25,621.9143011,43446
13985,1,1,20.05408689,20.05408689,20.05408689,20.05408689,48.64904273,48.64904273,48.64904273,48.64904273,0,1,0,1,0,TRUE,0,1,0,0,0,0,0,LIBERTY MUTUAL,2,1,250000,0,1,NA,0,0,0,1,1,1,25,25,803.4162112,44924
6791,2,2,47.51003564,51.09749231,51.09749231,49.30376397,378.1204277,421.1699077,421.1699077,399.6451677,0,0,2,0,2,FALSE,2,0,0,0,0,0,0,FARMERS,2.5,1,25000,0,1,NA,0,1,1,1,1,1,50,50,569.6328577,11234
17385,1,3,57.2668961,57.2668961,57.2668961,57.2668961,495.2027532,495.2027532,495.2027532,495.2027532,0,1,0,0,1,FALSE,3,0,1,1,1,1,0,LIBERTY MUTUAL,1,1,250000,0,0,NA,0,1,0,1,1,0,25,25,792.584723,77542
6565,2,1,52.84702217,68.24935028,68.24935028,60.54818622,442.164266,626.9922033,626.9922033,534.5782347,0,1,1,1,1,TRUE,1,0,0,0,0,0,0,PROGRESSIVE,5,1,1.00E+05,0,1,NA,0,0,1,0,1,1,50,50,672.3274188,10012
9304,2,2,30.74929411,59.12349062,59.12349062,44.93639236,176.9915293,517.4818874,517.4818874,347.2367084,0,0,2,1,1,TRUE,2,0,0,0,0,0,0,PROGRESSIVE,2,1,25000,1,1,NA,0,0,0,2,2,2,25,25,632.758957,36529
1558,1,2,32.73084089,32.73084089,32.73084089,32.73084089,200.7700907,200.7700907,200.7700907,200.7700907,0,1,0,0,1,FALSE,2,0,0,0,0,0,0,GEICO,0.5,1,250000,0,1,NA,0,0,0,1,1,1,50,50,783.5715206,87884
12157,1,1,38.37121607,38.37121607,38.37121607,38.37121607,268.4545929,268.4545929,268.4545929,268.4545929,0,1,0,1,0,TRUE,1,0,0,0,2,2,0,OTHER,4,1,50000,1,0,NA,0,0,0,1,1,1,100,100,760.512949,92002
13032,1,1,45.85033511,45.85033511,45.85033511,45.85033511,358.2040214,358.2040214,358.2040214,358.2040214,0,0,1,0,1,FALSE,1,0,0,0,1,1,0,MISSING,NA,0,NA,0,1,NA,0,1,0,0,0,1,50,50,734.8870096,44475
7736,1,1,24.92668656,24.92668656,24.92668656,24.92668656,107.1202387,107.1202387,107.1202387,107.1202387,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,1,0,NA,0,0,0,1,1,1,250,250,744.127004,78567
6466,1,1,62.15241322,62.15241322,62.15241322,62.15241322,553.8289586,553.8289586,553.8289586,553.8289586,0,0,1,0,1,FALSE,1,0,0,0,1,1,0,ALLSTATE,2,1,25000,0,0,NA,0,0,0,1,1,1,25,25,724.4067341,74203
6958,3,3,34.93703144,66.74937666,66.74937666,68.31171977,227.2443773,608.9925199,608.9925199,627.7406372,0,0,3,2,1,TRUE,3,0,0,0,0,0,0,AMERICAN FAMILY,2.5,1,50000,1,1,NA,0,2,1,3,2,0,50,50,713.6010597,81525
1534,1,1,66.25721346,66.25721346,66.25721346,66.25721346,543.7067951,484.3270287,484.3270287,484.3270287,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,LIBERTY MUTUAL,5,1,50000,0,0,NA,0,1,0,1,1,1,100,100,611.4261832,58574
10712,1,1,34.6825089,34.6825089,34.6825089,34.6825089,224.1901068,224.1901068,224.1901068,224.1901068,0,1,0,0,1,FALSE,1,0,0,0,1,1,0,OTHER,5,1,1.00E+05,0,0,NA,0,0,0,1,1,1,50,50,557.1120295,78124
18990,1,1,33.49897181,33.49897181,33.49897181,33.49897181,209.9876617,209.9876617,209.9876617,209.9876617,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,0,0,1,1,1,250,250,525.430311,51467
15421,1,1,41.5306043,41.5306043,41.5306043,41.5306043,306.3672516,306.3672516,306.3672516,306.3672516,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,1,0,NA,0,0,0,1,1,1,25,25,647.8839823,18099
